orderId,execId,time,exchange,side,shares,symbol,price,permId,liquidation,cumQty,avgPrice
911882505,0000e0d5.5c3c645e.01.01,20190114  14:57:36,ISLAND,SLD,100,AAPL,150.01,1504480184,0,100,150.01
911882511,0000e22a.5c3c51bf.01.01,20190114  14:57:37,CHX,SLD,100,QQQ,158.85,1504480185,0,100,158.85
911882515,0000e0d5.5c3c646c.01.01,20190114  14:57:39,NYSE,SLD,100,C,57.65,1504480186,0,100,57.65
911882525,0000e0d5.5c3c652b.01.01,20190114  14:58:10,ARCA,SLD,100,AAPL,150,1504480187,0,100,150
911882529,0000e22a.5c3c5217.01.01,20190114  14:58:10,ISLAND,SLD,100,QQQ,158.86,1504480188,0,100,158.86
911882533,0000e0d5.5c3c652e.01.01,20190114  14:58:10,BYX,BOT,100,C,57.79,1504480189,0,100,57.79
911882560,0000e0d5.5c3c663b.01.01,20190114  14:59:15,ARCA,BOT,100,AAPL,149.95,1504480190,0,100,149.95
911882576,0000e0d5.5c3c66d9.01.01,20190114  14:59:47,IEX,SLD,100,AAPL,150.11,1504480191,0,100,150.11
911882600,0000e0d5.5c3c6855.01.01,20190114  15:00:19,ARCA,SLD,100,C,57.74,1504480192,0,100,57.74
911882620,0000e0d5.5c3c6955.01.01,20190114  15:00:52,BYX,SLD,100,C,57.86,1504480193,0,100,57.86
911882621,0000e22a.5c3c56b0.01.01,20190114  15:01:12,ISLAND,SLD,100,NFLX,331.07,1504480194,0,100,331.07
911882623,0000e22a.5c3c56b1.01.01,20190114  15:01:12,DRCTEDGE,BOT,100,QQQ,158.79,1504480196,0,100,158.79
911882624,0000e0d5.5c3c69f5.01.01,20190114  15:01:12,NYSE,BOT,100,C,57.86,1504480197,0,100,57.86
911882622,0000e0d5.5c3c69f6.01.01,20190114  15:01:12,AMEX,BOT,100,AAPL,150.08,1504480195,0,100,150.08
911882628,0000e0d5.5c3c6b21.01.01,20190114  15:01:59,EDGEA,BOT,100,C,57.82,1504480198,0,100,57.82
911882628,0000e0d5.5c3c6b22.01.01,20190114  15:01:59,BYX,BOT,100,C,57.82,1504480198,0,200,57.82
911882725,0000e0d5.5c3c7c0a.01.01,20190114  15:18:12,ISLAND,SLD,100,C,58.29,1504480199,0,100,58.29
911882725,0000e0d5.5c3c7c0b.01.01,20190114  15:18:12,ARCA,SLD,100,C,58.29,1504480199,0,200,58.29
911882729,0000e0d5.5c3c7c75.01.01,20190114  15:18:42,BYX,SLD,100,C,58.26,1504480200,0,100,58.26
911882729,0000e0d5.5c3c7c76.01.01,20190114  15:18:42,ISLAND,SLD,100,C,58.26,1504480200,0,200,58.26
911882793,0000e0d5.5c3c838f.01.01,20190114  15:29:19,BYX,BOT,100,C,58.17,1504480201,0,100,58.17
911882793,0000e0d5.5c3c8390.01.01,20190114  15:29:19,IEX,BOT,100,C,58.17,1504480201,0,200,58.17
911882797,0000e0d5.5c3c83ea.01.01,20190114  15:29:49,BYX,BOT,100,C,58.15,1504480202,0,100,58.15
911882797,0000e0d5.5c3c83eb.01.01,20190114  15:29:49,ISLAND,BOT,100,C,58.15,1504480202,0,200,58.15
911882818,0000e22a.5c3c7583.01.01,20190114  15:32:21,BEX,BOT,100,QQQ,159.5,1504480203,0,100,159.5
911882818,0000e22a.5c3c7584.01.01,20190114  15:32:21,IEX,BOT,100,QQQ,159.5,1504480203,0,200,159.5
911882960,0000e0d5.5c3c8d24.01.01,20190114  15:43:06,NYSE,SLD,200,C,58.57,1504480204,0,200,58.57
911882969,0000e0d5.5c3c8d44.01.01,20190114  15:43:37,ISLAND,BOT,100,C,58.6,1504480205,0,100,58.6
911882969,0000e0d5.5c3c8d45.01.01,20190114  15:43:37,ARCA,BOT,100,C,58.6,1504480205,0,200,58.6
911883016,0000e0d5.5c3c8f63.01.01,20190114  15:47:12,ISLAND,SLD,100,C,58.53,1504480206,0,100,58.53
911883016,0000e0d5.5c3c8f64.01.01,20190114  15:47:12,ARCA,SLD,100,C,58.53,1504480206,0,200,58.53
911883023,0000e0d5.5c3c8fd6.01.01,20190114  15:47:45,ISLAND,SLD,200,C,58.5,1504480207,0,200,58.5
911883047,0000e22a.5c3c7fa9.01.01,20190114  15:49:17,ISLAND,SLD,200,QQQ,159.54,1504480208,0,200,159.54
911883054,0000e22a.5c3c7feb.01.01,20190114  15:49:48,ISLAND,SLD,200,QQQ,159.57,1504480209,0,200,159.57
911883138,0000e0d5.5c3c9669.01.01,20190114  15:56:28,IEX,BOT,100,C,58.5,1504480210,0,100,58.5
911883138,0000e0d5.5c3c966a.01.01,20190114  15:56:28,ARCA,BOT,100,C,58.5,1504480210,0,200,58.5
911883144,0000e22a.5c3c8468.01.01,20190114  15:56:29,CHX,BOT,100,QQQ,159.81,1504480211,0,100,159.81
911883144,0000e22a.5c3c8469.01.01,20190114  15:56:29,IEX,BOT,100,QQQ,159.81,1504480211,0,200,159.81
911883148,0000e0d5.5c3c96c9.01.01,20190114  15:56:59,BEX,BOT,100,C,58.55,1504480212,0,100,58.55
911883148,0000e0d5.5c3c96ca.01.01,20190114  15:56:59,IEX,BOT,100,C,58.55,1504480212,0,200,58.55
911883152,0000e22a.5c3c851f.01.01,20190114  15:57:00,ISLAND,BOT,200,QQQ,159.88,1504480213,0,200,159.88
911883206,0000e0d5.5c3c9a66.01.01,20190114  16:01:06,ISLAND,SLD,200,C,58.26,1504480214,0,200,58.26
911883215,0000e0d5.5c3c9bd3.01.01,20190114  16:01:37,ISLAND,SLD,200,C,58.33,1504480215,0,200,58.33
911883227,0000e22a.5c3c8902.01.01,20190114  16:02:08,ISLAND,SLD,100,QQQ,159.62,1504480216,0,100,159.62
911883227,0000e22a.5c3c8903.01.01,20190114  16:02:08,AMEX,SLD,100,QQQ,159.62,1504480216,0,200,159.62
911883234,0000e22a.5c3c8951.01.01,20190114  16:02:39,CHX,SLD,200,QQQ,159.69,1504480217,0,200,159.69
911883266,0000e0d5.5c3c9e3e.01.01,20190114  16:05:12,ISLAND,BOT,200,C,58.46,1504480218,0,200,58.46
911883275,0000e0d5.5c3c9e7b.01.01,20190114  16:05:43,NYSE,BOT,100,C,58.32,1504480219,0,100,58.32
911883275,0000e0d5.5c3c9e7c.01.01,20190114  16:05:43,BATS,BOT,100,C,58.32,1504480219,0,200,58.32
911883287,0000e22a.5c3c8b90.01.01,20190114  16:06:14,CHX,BOT,200,QQQ,159.73,1504480220,0,200,159.73
911883294,0000e22a.5c3c8baa.01.01,20190114  16:06:45,ISLAND,BOT,200,QQQ,159.64,1504480221,0,200,159.64
911883298,0000e0d5.5c3c9f10.01.01,20190114  16:07:15,BEX,SLD,100,C,58.3,1504480222,0,100,58.3
911883298,0000e0d5.5c3c9f11.01.01,20190114  16:07:15,ISLAND,SLD,100,C,58.3,1504480222,0,200,58.3
911883304,0000e22a.5c3c8bd8.01.01,20190114  16:07:16,CHX,SLD,200,QQQ,159.65,1504480223,0,200,159.65
911883308,0000e0d5.5c3c9f37.01.01,20190114  16:07:46,ISLAND,SLD,100,C,58.34,1504480224,0,100,58.34
911883308,0000e0d5.5c3c9f38.01.01,20190114  16:07:46,NYSE,SLD,100,C,58.34,1504480224,0,200,58.34
911883312,0000e22a.5c3c8c22.01.01,20190114  16:07:49,ISLAND,SLD,200,QQQ,159.61,1504480225,0,200,159.61
911883337,0000e0d5.5c3ca016.01.01,20190114  16:09:56,BYX,BOT,100,C,58.49,1504480226,0,100,58.49
911883337,0000e0d5.5c3ca017.01.01,20190114  16:09:56,ISLAND,BOT,100,C,58.49,1504480226,0,200,58.49
911883338,0000e22a.5c3c8d03.01.01,20190114  16:09:56,ISLAND,BOT,200,QQQ,159.66,1504480227,0,200,159.66
911883396,0000e0d5.5c3cab34.01.01,20190114  16:23:57,BYX,BOT,100,FB,144.1,1504480228,0,100,144.1
911883396,0000e0d5.5c3cab35.01.01,20190114  16:23:57,BEX,BOT,100,FB,144.1,1504480228,0,200,144.1
911883448,0000e0d5.5c3cad6a.01.01,20190114  16:27:06,BEX,BOT,100,DAL,47.43,1504480229,0,100,47.43
911883448,0000e0d5.5c3cad6b.01.01,20190114  16:27:06,IEX,BOT,100,DAL,47.43,1504480229,0,200,47.43
911883455,0000e0d5.5c3cadb6.01.01,20190114  16:27:39,ISLAND,BOT,200,AA,28.15,1504480230,0,200,28.15
911883465,0000e0d5.5c3cae0b.01.01,20190114  16:28:12,ISLAND,SLD,100,AA,28.19,1504480231,0,100,28.19
911883465,0000e0d5.5c3cae0c.01.01,20190114  16:28:12,BATS,SLD,100,AA,28.19,1504480231,0,200,28.19
911883477,0000e0d5.5c3cae52.01.01,20190114  16:28:43,BEX,BOT,100,AA,28.21,1504480232,0,100,28.21
911883477,0000e0d5.5c3cae53.01.01,20190114  16:28:43,ISLAND,BOT,100,AA,28.21,1504480232,0,200,28.21
911883526,0000e0d5.5c3caf7e.01.01,20190114  16:30:52,BYX,SLD,100,FB,144,1504480233,0,100,144
911883526,0000e0d5.5c3caf7f.01.01,20190114  16:30:52,BEX,SLD,100,FB,144,1504480233,0,200,144
911883538,0000e0d5.5c3cafc5.01.01,20190114  16:31:24,BYX,SLD,100,FB,144.05,1504480234,0,100,144.05
911883538,0000e0d5.5c3cafc6.01.01,20190114  16:31:24,BEX,SLD,100,FB,144.05,1504480234,0,200,144.05
911883559,0000e0d5.5c3cb057.01.01,20190114  16:32:26,EDGEA,BOT,100,FB,144.07,1504480235,0,100,144.07
911883559,0000e0d5.5c3cb058.01.01,20190114  16:32:26,BEX,BOT,100,FB,144.07,1504480235,0,200,144.07
911883571,0000e0d5.5c3cb0d8.01.01,20190114  16:32:56,ISLAND,BOT,200,FB,144.07,1504480236,0,200,144.07
911883581,0000e0d5.5c3cb13f.01.01,20190114  16:33:28,BEX,SLD,100,FB,144.06,1504480237,0,100,144.06
911883581,0000e0d5.5c3cb140.01.01,20190114  16:33:28,BYX,SLD,100,FB,144.06,1504480237,0,200,144.06
911883593,0000e0d5.5c3cb196.01.01,20190114  16:33:58,BEX,BOT,100,FB,144.14,1504480238,0,100,144.14
911883593,0000e0d5.5c3cb197.01.01,20190114  16:33:58,ARCA,BOT,100,FB,144.14,1504480238,0,200,144.14
911883603,0000e0d5.5c3cb1fc.01.01,20190114  16:34:30,BYX,SLD,100,FB,144.12,1504480239,0,100,144.12
911883603,0000e0d5.5c3cb1fd.01.01,20190114  16:34:30,BEX,SLD,100,FB,144.12,1504480239,0,200,144.12
911883613,0000e0d5.5c3cb221.01.01,20190114  16:35:01,BEX,SLD,100,FB,144.01,1504480240,0,100,144.01
911883613,0000e0d5.5c3cb222.01.01,20190114  16:35:01,ISLAND,SLD,100,FB,144.01,1504480240,0,200,144.01
911883625,0000e0d5.5c3cb275.01.01,20190114  16:35:32,ISLAND,BOT,100,FB,144.06,1504480241,0,100,144.06
911883625,0000e0d5.5c3cb276.01.01,20190114  16:35:32,DRCTEDGE,BOT,100,FB,144.06,1504480241,0,200,144.06
911883637,0000e0d5.5c3cb2b9.01.01,20190114  16:36:03,ISLAND,BOT,200,FB,144.06,1504480242,0,200,144.06
911883649,0000e0d5.5c3cb2f6.01.01,20190114  16:36:34,ISLAND,SLD,100,FB,144,1504480243,0,100,144
911883649,0000e0d5.5c3cb2f7.01.01,20190114  16:36:34,ARCA,SLD,100,FB,144,1504480243,0,200,144
911883661,0000e0d5.5c3cb339.01.01,20190114  16:37:05,ISLAND,SLD,100,FB,144,1504480244,0,100,144
911883661,0000e0d5.5c3cb33a.01.01,20190114  16:37:05,ARCA,SLD,100,FB,144,1504480244,0,200,144
911883682,0000e0d5.5c3cb3f2.01.01,20190114  16:38:07,BEX,BOT,100,FB,144.09,1504480245,0,100,144.09
911883682,0000e0d5.5c3cb3f3.01.01,20190114  16:38:07,BATS,BOT,100,FB,144.09,1504480245,0,200,144.09
911883694,0000e0d5.5c3cb491.01.01,20190114  16:38:38,BEX,SLD,100,FB,144.11,1504480246,0,100,144.11
911883694,0000e0d5.5c3cb492.01.01,20190114  16:38:38,ISLAND,SLD,100,FB,144.11,1504480246,0,200,144.11
911883734,0000e0d5.5c3cb5c0.01.01,20190114  16:41:13,ISLAND,SLD,200,AA,28.36,1504480247,0,200,28.36
911883744,0000e0d5.5c3cb607.01.01,20190114  16:41:46,ISLAND,SLD,200,AA,28.37,1504480248,0,200,28.37
911883771,0000e0d5.5c3cb688.01.01,20190114  16:42:51,ISLAND,BOT,200,FB,143.83,1504480249,0,200,143.83
911883781,0000e0d5.5c3cb6c8.01.01,20190114  16:43:23,PSX,SLD,100,FB,143.83,1504480250,0,100,143.83
911883781,0000e0d5.5c3cb6cb.01.01,20190114  16:43:23,PSX,SLD,100,FB,143.83,1504480250,0,200,143.83
911883794,0000e0d5.5c3cb752.01.01,20190114  16:44:24,BEX,BOT,100,AA,28.44,1504480251,0,100,28.44
911883794,0000e0d5.5c3cb753.01.01,20190114  16:44:24,BYX,BOT,100,AA,28.44,1504480251,0,200,28.44
911883798,0000e0d5.5c3cb758.01.01,20190114  16:44:25,ISLAND,SLD,200,DAL,47.56,1504480252,0,200,47.56
911883805,0000e0d5.5c3cb782.01.01,20190114  16:44:56,ISLAND,BOT,100,AA,28.44,1504480253,0,100,28.44
911883805,0000e0d5.5c3cb783.01.01,20190114  16:44:56,NYSE,BOT,100,AA,28.44,1504480253,0,200,28.44
911883809,0000e0d5.5c3cb785.01.01,20190114  16:44:57,ISLAND,SLD,100,DAL,47.56,1504480254,0,100,47.56
911883809,0000e0d5.5c3cb786.01.01,20190114  16:44:57,IEX,SLD,100,DAL,47.56,1504480254,0,200,47.56
