orderId,execId,time,exchange,side,shares,symbol,price,permId,liquidation,cumQty,avgPrice
910979210,0000e0d5.5c383aed.01.01,20190111  14:37:45,BATS,BOT,100,AAPL,153.07,2094572990,0,100,153.07
910979225,0000e0d5.5c383b6b.01.01,20190111  14:38:16,ISLAND,SLD,100,AAPL,153.08,2094572991,0,100,153.08
910979228,0000e0d5.5c383b79.01.01,20190111  14:38:21,ISLAND,SLD,100,AAPL,153.06,2094572992,0,100,153.06
910979231,0000e0d5.5c383b94.01.01,20190111  14:38:26,ISLAND,SLD,100,AAPL,153.07,2094572993,0,100,153.07
910979235,0000e0d5.5c383bdd.01.01,20190111  14:38:31,IEX,SLD,100,AAPL,153.05,2094572994,0,100,153.05
910979238,0000e0d5.5c383c14.01.01,20190111  14:38:37,ISLAND,SLD,100,AAPL,153.08,2094572995,0,100,153.08
910979241,0000e0d5.5c383c59.01.01,20190111  14:38:42,IEX,SLD,100,AAPL,153.05,2094572996,0,100,153.05
910979245,0000e0d5.5c383c89.01.01,20190111  14:38:47,ISLAND,SLD,100,AAPL,153,2094572997,0,100,153
910979248,0000e0d5.5c383cbb.01.01,20190111  14:38:53,BATS,SLD,100,AAPL,153,2094572998,0,100,153
910979385,0000e0d5.5c3846e3.01.01,20190111  14:45:17,BATS,BOT,100,AAPL,153.08,2094573002,0,100,153.08
910979414,0000e0d5.5c384953.01.01,20190111  14:46:19,BATS,SLD,100,AAPL,153.08,2094573003,0,100,153.08
910979417,0000e0d5.5c38496a.01.01,20190111  14:46:24,IEX,SLD,100,AAPL,153.08,2094573004,0,100,153.08
910979420,0000e0d5.5c38497d.01.01,20190111  14:46:30,IEX,SLD,100,AAPL,153.09,2094573005,0,100,153.09
910979424,0000e0d5.5c3849db.01.01,20190111  14:46:35,ARCA,SLD,100,AAPL,153.13,2094573006,0,100,153.13
910979449,0000e22a.5c384a2c.01.01,20190111  14:52:17,ISLAND,BOT,200,SQQQ,14.75,2094573007,0,200,14.75
910979611,0000e22a.5c38510c.01.01,20190111  14:58:13,EDGEA,SLD,200,SQQQ,14.68,2094573008,0,200,14.68
910979614,0000e22a.5c385117.01.01,20190111  14:58:18,EDGEA,SLD,200,SQQQ,14.68,2094573009,0,200,14.68
910979756,0000e22a.5c385782.01.01,20190111  15:03:23,IBKRATS,BOT,100,NFLX,335.48,2094573015,0,100,335.48
910979773,0000e0d5.5c385f8b.01.01,20190111  15:03:29,ISLAND,BOT,100,AAPL,153.27,2094573016,0,100,153.27
910979783,0000e22a.5c38579d.01.01,20190111  15:03:35,IEX,BOT,100,TSLA,340.74,2094573017,0,100,340.74
910979854,0000e22a.5c38582a.01.01,20190111  15:04:07,IBKRATS,SLD,100,TSLA,340.2,2094573019,0,100,340.2
910979858,0000e0d5.5c386057.01.01,20190111  15:04:09,IEX,SLD,100,AAPL,153.15,2094573021,0,100,153.15
910979868,0000e22a.5c38584c.01.01,20190111  15:04:15,IBKRATS,SLD,100,TSLA,339.8,2094573023,0,100,339.8
910979872,0000e0d5.5c38606c.01.01,20190111  15:04:15,NYSE,BOT,100,AAPL,153.13,2094573024,0,100,153.13
910979889,0000e0d5.5c38609c.01.01,20190111  15:04:22,ARCA,SLD,100,AAPL,153.13,2094573026,0,100,153.13
910979904,0000e0d5.5c3860aa.01.01,20190111  15:04:28,ISLAND,BOT,100,AAPL,153.11,2094573028,0,100,153.11
910979944,0000e22a.5c3858c7.01.01,20190111  15:04:47,IEX,BOT,100,TSLA,339.88,2094573029,0,100,339.88
910979948,0000e0d5.5c3860c7.01.01,20190111  15:04:49,ISLAND,SLD,100,AAPL,153.09,2094573030,0,100,153.09
910979958,0000e22a.5c3858e7.01.01,20190111  15:04:55,IBKRATS,SLD,100,TSLA,339.53,2094573031,0,100,339.53
910979962,0000e0d5.5c3860f7.01.01,20190111  15:04:55,ISLAND,BOT,100,AAPL,153.06,2094573032,0,100,153.06
910979989,0000e0d5.5c38612d.01.01,20190111  15:05:07,IEX,SLD,100,AAPL,153.06,2094573033,0,100,153.06
910980002,0000e0d5.5c386156.01.01,20190111  15:05:14,BATS,BOT,100,AAPL,153.06,2094573034,0,100,153.06
910980026,0000e22a.5c38598b.01.01,20190111  15:05:26,BEX,BOT,100,TSLA,339.99,2094573035,0,100,339.99
910980030,0000e0d5.5c386197.01.01,20190111  15:05:26,ISLAND,SLD,100,AAPL,153.05,2094573036,0,100,153.05
910980042,0000e22a.5c385993.01.01,20190111  15:05:32,BEX,BOT,100,TSLA,339.95,2094573037,0,100,339.95
910980046,0000e0d5.5c3861c4.01.01,20190111  15:05:34,NYSE,SLD,100,AAPL,153.04,2094573038,0,100,153.04
910980060,0000e22a.5c3859a7.01.01,20190111  15:05:40,IBKRATS,SLD,100,TSLA,339.8,2094573039,0,100,339.8
910980067,0000e22a.5c385d20.01.01,20190111  15:10:24,BATS,BOT,50,TSLA,340.94,2094573054,0,50,340.94
910980070,0000e22a.5c385d25.01.01,20190111  15:10:26,ISLAND,BOT,50,TSLA,340.95,2094573055,0,50,340.95
910980073,0000e22a.5c385d26.01.01,20190111  15:10:26,ISLAND,BOT,50,TSLA,340.95,2094573056,0,50,340.95
910990187,0000e22a.5c385ee8.01.01,20190111  15:12:51,BEX,BOT,50,TSLA,341.4,2094573061,0,50,341.4
910990197,0000e22a.5c385f11.01.01,20190111  15:13:02,IBKRATS,BOT,100,NFLX,335.4,2094573062,0,100,335.4
910990207,0000e22a.5c385f43.01.01,20190111  15:13:09,NYSE,BOT,100,QQQ,160.49,2094573063,0,100,160.49
910991250,0000e22a.5c3863d8.01.01,20190111  15:17:56,IBKRATS,BOT,50,TSLA,341.93,2094573077,0,50,341.93
910991296,0000e22a.5c3867fc.01.01,20190111  15:21:02,BYX,BOT,100,NFLX,336.85,2094573078,0,100,336.85
910991317,0000e22a.5c386857.01.01,20190111  15:22:04,CHX,BOT,200,QQQ,160.45,2094573079,0,200,160.45
910991333,0000e22a.5c3869f6.01.01,20190111  15:24:06,IBKRATS,SLD,50,TSLA,341.52,2094573080,0,50,341.52
910991342,0000e0d5.5c3872fb.01.01,20190111  15:24:07,DRCTEDGE,BOT,100,AAPL,152.74,2094573081,0,100,152.74
910991342,0000e0d5.5c3872fc.01.01,20190111  15:24:07,DRCTEDGE,BOT,100,AAPL,152.74,2094573081,0,200,152.74
910991348,0000e22a.5c3869fa.01.01,20190111  15:24:07,ISLAND,SLD,200,QQQ,160.39,2094573082,0,200,160.39
910991352,0000e22a.5c386a9f.01.01,20190111  15:25:07,IEX,SLD,50,TSLA,341.62,2094573083,0,50,341.62
910991364,0000e22a.5c386aa2.01.01,20190111  15:25:08,BYX,SLD,100,QQQ,160.33,2094573084,0,100,160.33
910991364,0000e22a.5c386aa3.01.01,20190111  15:25:08,ARCA,SLD,100,QQQ,160.33,2094573084,0,200,160.33
910991371,0000e22a.5c386baf.01.01,20190111  15:26:09,IBKRATS,SLD,100,NFLX,335.83,2094573085,0,100,335.83
910991375,0000e0d5.5c38741a.01.01,20190111  15:26:09,ISLAND,SLD,100,AAPL,152.64,2094573086,0,100,152.64
910991375,0000e0d5.5c38741b.01.01,20190111  15:26:09,ISLAND,SLD,100,AAPL,152.63,2094573086,0,200,152.635
910991385,0000e22a.5c386c55.01.01,20190111  15:27:10,IBKRATS,SLD,100,NFLX,335.56,2094573087,0,100,335.56
910991389,0000e0d5.5c387502.01.01,20190111  15:27:11,ARCA,SLD,200,AAPL,152.37,2094573088,0,200,152.37
910991460,0000e22a.5c38717e.01.01,20190111  15:33:19,BEX,BOT,50,TSLA,340.91,2094573089,0,50,340.91
